NDWI,NDVI,NDSI,Elevation,Slope,Aspect,DistToGlacier
-0.029390566051006317,0.008835485205054283,0.038888368755578995,2698.5,10785.001953125,1.5702400207519531,28.460498941515414
-0.037124671041965485,0.007157400716096163,0.019067812711000443,2699.75,10788.259765625,1.5694754123687744,28.160255680657446
-0.042131680995225906,0.007022228557616472,-0.0058364178985357285,2701.5,10793.5224609375,1.5687580108642578,27.892651361962706
-0.056522954255342484,-0.0007925817626528442,-0.02068430185317993,2704.5,10801.2998046875,1.5677642822265625,27.65863337187866
-0.053454820066690445,0.0006117586162872612,-0.03371842950582504,2708.5,10812.5517578125,1.5676981210708618,27.459060435491963
-0.07853399962186813,0.02037227898836136,-0.05654501914978027,2711.25,10825.0185546875,1.568948745727539,27.294688127912362
-0.08416920155286789,0.019520994275808334,-0.06567005813121796,2712.0,10834.75390625,1.56998872756958,27.16615541441225
-0.06353318691253662,0.0038798905443400145,-0.04239766672253609,2712.5,10841.763671875,1.5692052841186523,27.073972741361768
-0.04060585796833038,0.004042262677103281,0.028324700891971588,2715.5,10850.8232421875,1.5671329498291016,27.018512172212592
-0.037485357373952866,-0.0006269080331549048,0.03702142834663391,2721.0,10865.6396484375,1.5657345056533813,27.0
-0.05025012418627739,-0.005233296658843756,-0.010303041897714138,2727.0,10885.146484375,1.5656057596206665,27.0
-0.06111994758248329,0.0033379122614860535,-0.04867442697286606,2732.5,10903.56640625,1.56731116771698,27.0
-0.06764491647481918,0.00921930093318224,-0.09344002604484558,2734.5,10915.5029296875,1.5700634717941284,27.0
-0.10539842396974564,0.043864041566848755,-0.15696264803409576,2733.5,10921.25,1.5707277059555054,27.0
-0.11130271106958389,0.04737140238285065,-0.1830718070268631,2734.25,10925.7626953125,1.569263219833374,27.0
-0.10999816656112671,0.0459030419588089,-0.1776188164949417,2737.0,10935.037109375,1.5681899785995483,27.0
-0.11045928299427032,0.04810521379113197,-0.12021761387586594,2739.75,10950.060546875,1.5674630403518677,27.018512172212592
-0.11149462312459946,0.041312940418720245,-0.13311439752578735,2744.0,10969.4130859375,1.5653493404388428,27.0
-0.13714613020420074,0.06453830003738403,-0.19537431001663208,2752.0,10991.9462890625,1.5648146867752075,27.0
-0.15465280413627625,0.0770178884267807,-0.24615272879600525,2757.5,11010.0419921875,1.568026065826416,27.0
-0.15185730159282684,0.07687598466873169,-0.24506591260433197,2758.0,11017.5,1.570705533027649,27.0
-0.15968310832977295,0.08101113885641098,-0.24916070699691772,2757.5,11017.751953125,1.571408987045288,27.018512172212592
-0.16133420169353485,0.07880797237157822,-0.22945821285247803,2756.5,11016.0068359375,1.5718857049942017,27.073972741361768
-0.14520356059074402,0.06163441017270088,-0.2112857550382614,2754.75,11013.26171875,1.5722264051437378,27.16615541441225
-0.15281639993190765,0.06246606260538101,-0.22444890439510345,2753.0,11008.755859375,1.5718636512756348,27.294688127912362
-0.15373972058296204,0.06338609755039215,-0.2235083431005478,2752.5,11003.7509765625,1.5712734460830688,27.459060435491963
-0.15300682187080383,0.06955859810113907,-0.22393445670604706,2752.25,11000.251953125,1.5713645219802856,27.65863337187866
-0.15475186705589294,0.0735788345336914,-0.23886702954769135,2751.25,10997.259765625,1.5721375942230225,27.892651361962706
-0.15792973339557648,0.06763691455125809,-0.22566846013069153,2749.0,10993.0126953125,1.5722973346710205,28.0
-0.15070347487926483,0.0683034360408783,-0.21608509123325348,2747.75,10988.751953125,1.571319580078125,28.0
-0.135405495762825,0.05995162948966026,-0.2028329074382782,2748.0,10986.0,1.571069359779358,27.892651361962706
-0.1404837816953659,0.06372960656881332,-0.20765766501426697,2747.25,10983.75390625,1.5716384649276733,27.65863337187866
-0.15649142861366272,0.07234162837266922,-0.21819712221622467,2746.0,10980.755859375,1.5718663930892944,27.459060435491963
-0.16513831913471222,0.06976085901260376,-0.22135978937149048,2744.75,10976.7578125,1.5720033645629883,27.294688127912362
-0.16213904321193695,0.06787782162427902,-0.21835745871067047,2743.25,10971.76171875,1.5722318887710571,27.16615541441225
-0.15443436801433563,0.06587089598178864,-0.21056890487670898,2741.5,10966.2587890625,1.5720502138137817,26.92582403567252
-0.1512944996356964,0.06273338198661804,-0.21581818163394928,2740.5,10963.25,1.5708191394805908,26.68332812825267
-0.15897519886493683,0.06847477704286575,-0.2290709763765335,2741.5,10966.0048828125,1.5698844194412231,26.476404589747453
-0.15271243453025818,0.05677733197808266,-0.22755858302116394,2742.25,10968.26171875,1.5722322463989258,26.30589287593181
-0.16066963970661163,0.06662028282880783,-0.2428073287010193,2737.75,10958.845703125,1.574971079826355,26.1725046566048
-0.16303949058055878,0.0754116028547287,-0.23766937851905823,2733.0,10941.041015625,1.5735383033752441,26.076809620810597
-0.16055139899253845,0.0761767029762268,-0.2150459587574005,2732.5,10928.7509765625,1.5712766647338867,26.019223662515376
-0.16790780425071716,0.06550443172454834,-0.19745221734046936,2732.5,10924.75,1.5709564685821533,26.0
-0.1648624986410141,0.06222904846072197,-0.18250161409378052,2732.25,10920.5048828125,1.5717577934265137,25.96150997149434
-0.1624727100133896,0.04293357580900192,-0.1936703473329544,2730.75,10909.77734375,1.5730191469192505,25.709920264364882
-0.15097205340862274,0.03840386122465134,-0.19841702282428741,2728.0,10896.0322265625,1.573228359222412,25.495097567963924
-0.13987833261489868,0.0526878759264946,-0.21162649989128113,2725.75,10886.767578125,1.5726104974746704,25.317977802344327
-0.1541130095720291,0.06852247565984726,-0.22797633707523346,2723.75,10880.7724609375,1.5728411674499512,25.179356624028344
-0.16753728687763214,0.0790652185678482,-0.2231171429157257,2721.0,10870.0751953125,1.5745221376419067,25.079872407968907
-0.1719382256269455,0.06606665998697281,-0.22595107555389404,2715.5,10854.126953125,1.57563316822052,25.019992006393608
-0.16187991201877594,0.05982069671154022,-0.24213598668575287,2710.0,10838.33984375,1.5748790502548218,25.0
-0.1655547022819519,0.06962835788726807,-0.24285511672496796,2706.25,10822.1025390625,1.5751392841339111,25.0
-0.14378421008586884,0.044508907943964005,-0.180777445435524,2700.5,10801.171875,1.5764439105987549,25.0
-0.1405598372220993,0.0432426817715168,-0.14040394127368927,2694.0,10242.6611328125,1.1703914403915405,25.0
-0.15545174479484558,0.056311700493097305,-0.1995019018650055,4037.75,9709.2666015625,0.5873242020606995,25.0
-0.14179253578186035,0.06337898969650269,-0.26749247312545776,5388.5,4307.55859375,0.3163914382457733,25.0
-0.12689748406410217,0.057049766182899475,-0.1968604475259781,5397.25,72.30231475830078,-0.03804391995072365,25.0
-0.12768904864788055,0.059875018894672394,-0.17743343114852905,5406.25,62.57196044921875,-0.04796318709850311,25.0
-0.14815790951251984,0.0742904394865036,-0.2509084939956665,5413.25,40.94203186035156,-0.14707835018634796,25.0
-0.16130083799362183,0.08045800030231476,-0.29501232504844666,5416.75,23.730255126953125,-0.2884295582771301,25.0
-0.1488180160522461,0.07005171477794647,-0.2632344961166382,5418.75,26.676300048828125,-0.17901527881622314,25.0
-0.15607470273971558,0.07564607262611389,-0.2697174847126007,5423.0,40.15283203125,-0.08727771043777466,25.0
-0.16488075256347656,0.08064773678779602,-0.2873156666755676,5428.75,40.697052001953125,-0.09844616055488586,25.0
-0.15989401936531067,0.08467575907707214,-0.33838874101638794,5433.25,31.084562301635742,-0.194241002202034,24.73863375370596
-0.1464024782180786,0.08197910338640213,-0.3329324424266815,5436.75,26.196372985839844,-0.4124104380607605,24.515301344262525
-0.1297086626291275,0.06704059988260269,-0.28391480445861816,5440.0,27.552223205566406,-0.6307976245880127,24.331050121192877
-0.14126361906528473,0.06833941489458084,-0.2997080683708191,5443.0,24.545875549316406,-0.9884433746337891,24.186773244895647
-0.15564410388469696,0.078992560505867,-0.3143746256828308,5443.75,23.730255126953125,-1.9258679151535034,24.08318915758459
-0.16028636693954468,0.08188008517026901,-0.3193177878856659,5441.0,41.702816009521484,-2.6752641201019287,24.020824298928627
-0.17281107604503632,0.08753421902656555,-0.3261774778366089,5433.5,69.17098236083984,-2.97822642326355,24.0
-0.17142856121063232,0.08674699068069458,-0.3120881915092468,5423.0,80.25740051269531,-3.004100799560547,24.0
-0.17221033573150635,0.0828450620174408,-0.33530735969543457,5414.5,52.264949798583984,-2.7228827476501465,24.0
-0.19601859152317047,0.08724651485681534,-0.35426270961761475,5412.75,32.596012115478516,-1.494024395942688,24.0
-0.18598386645317078,0.08031272888183594,-0.2912549674510956,5416.25,46.55775833129883,-0.9455531239509583,24.0
-0.1767640858888626,0.07627121359109879,-0.2646590769290924,5419.75,53.387733459472656,-0.7920205593109131,24.0
-0.1722918152809143,0.07472757995128632,-0.25395408272743225,5425.5,64.55327606201172,-0.6535704731941223,24.020824298928627
-0.17320062220096588,0.07419601827859879,-0.2624891996383667,5433.0,66.58171844482422,-0.7269541621208191,24.08318915758459
-0.17420975863933563,0.07407171279191971,-0.27015385031700134,5438.75,56.90892028808594,-1.1012548208236694,24.186773244895647
-0.18383611738681793,0.08502873033285141,-0.31276583671569824,5440.25,57.0054817199707,-1.7337820529937744,24.331050121192877
-0.18068833649158478,0.08605530112981796,-0.3017517030239105,5437.0,65.73621368408203,-1.9527151584625244,24.515301344262525
-0.17328879237174988,0.05709824338555336,-0.2721625864505768,5434.75,69.3271255493164,-1.766777515411377,24.73863375370596
-0.16086333990097046,0.07144754379987717,-0.22102899849414825,5434.75,77.15001678466797,-1.7236920595169067,25.0
-0.17194272577762604,0.07364553213119507,-0.23943237960338593,5432.75,81.62413787841797,-1.7994316816329956,25.0
-0.15550439059734344,0.037245798856019974,-0.19999998807907104,5430.0,76.08629608154297,-1.7191988229751587,25.0
-0.1334608495235443,0.04123121127486229,-0.14499999582767487,5429.0,67.27276611328125,-1.5968127250671387,25.0
-0.14088977873325348,0.04329007863998413,-0.15743379294872284,5428.5,61.073726654052734,-1.6199370622634888,25.0
-0.1352880448102951,0.0287376306951046,-0.15764932334423065,5427.75,62.70964813232422,-1.8370484113693237,25.019992006393608
-0.13039205968379974,0.023584702983498573,-0.1557016223669052,5424.75,74.63243103027344,-2.1848154067993164,25.079872407968907
-0.14154137670993805,0.02859712392091751,-0.16986799240112305,5416.75,73.70549774169922,-2.2889881134033203,25.179356624028344
-0.16521739959716797,0.05664072558283806,-0.19820953905582428,5411.5,52.87839889526367,-1.9434012174606323,25.317977802344327
-0.1721796989440918,0.07593197375535965,-0.20921029150485992,5411.5,47.93876266479492,-1.6595675945281982,25.495097567963924
-0.16854335367679596,0.07368073612451553,-0.2224203199148178,5410.5,50.652000427246094,-1.939387559890747,25.709920264364882
-0.17367228865623474,0.07017039507627487,-0.23303352296352386,5406.75,53.807525634765625,-2.2310245037078857,25.96150997149434
-0.17255772650241852,0.07565932720899582,-0.23139458894729614,5401.25,44.9138069152832,-2.3325767517089844,26.248809496813376
-0.16579581797122955,0.079226054251194,-0.23736365139484406,5397.5,31.13077163696289,-2.3221168518066406,26.570660511172846
-0.16380590200424194,0.06924526393413544,-0.22984842956066132,5395.0,24.041629791259766,-2.356194496154785,26.92582403567252
-0.16730700433254242,0.07190967351198196,-0.2562086582183838,5392.75,19.84943389892578,-2.427501916885376,27.313000567495326
-0.17058981955051422,0.07157892733812332,-0.2708134949207306,5390.75,16.278820037841797,-2.3996453285217285,27.730849247724095
-0.16497929394245148,0.06613834202289581,-0.2580900490283966,5389.75,16.124515533447266,-2.089942455291748,28.178005607210743
-0.17023693025112152,0.07018683850765228,-0.26450803875923157,5389.5,19.235383987426758,-1.727398157119751,28.653097563788805
0.000512267928570509,-0.032082002609968185,0.06614501774311066,5394.5,10771.251953125,1.5701231956481934,27.51363298439521
-0.007126315496861935,-0.017176372930407524,0.036665160208940506,5396.75,10772.263671875,1.569195032119751,27.202941017470888
-0.03553301468491554,-0.006051083095371723,0.0215939749032259,5399.75,10773.5302734375,1.5684294700622559,26.92582403567252
-0.039912231266498566,0.007768422830849886,-0.009402716532349586,5404.5,10774.5673828125,1.5672694444656372,26.68332812825267
-0.07917837053537369,0.018664544448256493,-0.04743431508541107,5411.5,10778.8388671875,1.566737413406372,26.476404589747453
-0.08017650991678238,0.018367361277341843,-0.05370448902249336,5417.75,10790.0517578125,1.5676915645599365,26.30589287593181
