NDWI,NDVI,NDSI,Elevation,Slope,Aspect,DistToGlacier
0.4390968680381775,-0.26422449946403503,0.5830065011978149,5123.3046875,7.896711826324463,-0.9715948700904846,0.0
0.4492233991622925,-0.2768627405166626,0.6260053515434265,5124.7861328125,14.466676712036133,-0.7103396058082581,0.0
0.4586826264858246,-0.2859399914741516,0.6196808218955994,5126.40673828125,13.711734771728516,-0.7541189789772034,0.0
0.45890823006629944,-0.2858273983001709,0.6084656715393066,5126.9130859375,9.118582725524902,-0.8593763709068298,0.0
0.44925814867019653,-0.2811774015426636,0.6258322596549988,5127.646484375,9.13562297821045,-0.8310685753822327,0.0
0.4431687891483307,-0.28989753127098083,0.6156811714172363,5128.66162109375,8.250059127807617,-1.5745842456817627,0.0
0.4505494236946106,-0.2852037250995636,0.6469120383262634,5127.80517578125,12.113282203674316,-2.010141134262085,0.0
0.4660033583641052,-0.30353280901908875,0.6626959443092346,5127.88525390625,18.89299201965332,-1.7866424322128296,0.0
0.459090918302536,-0.28742516040802,0.6729641556739807,5128.15478515625,31.24502182006836,-1.93467378616333,0.0
0.48323699831962585,-0.31963470578193665,0.7049834132194519,5126.43017578125,37.56718063354492,-1.8921523094177246,0.0
0.47292816638946533,-0.31168830394744873,0.7278030514717102,5125.474609375,37.37076950073242,-1.7336230278015137,0.0
0.4850704073905945,-0.32195842266082764,0.7561625838279724,5124.9375,38.4018440246582,-1.7121107578277588,0.0
0.4870316982269287,-0.32112887501716614,0.7350369691848755,5124.38623046875,41.763404846191406,-1.1666229963302612,0.0
0.47733959555625916,-0.3142857253551483,0.7051630020141602,5128.87451171875,65.968017578125,-0.5211539268493652,0.0
0.4850374162197113,-0.31735536456108093,0.6965811252593994,5137.46923828125,56.7583122253418,-0.3998469412326813,0.0
0.4936092495918274,-0.3359936475753784,0.7196916341781616,5140.47705078125,34.101314544677734,-0.39207279682159424,0.0
0.4804597496986389,-0.3182503879070282,0.7370195984840393,5144.54931640625,40.050933837890625,-0.09018085151910782,0.0
0.4427480697631836,-0.26738351583480835,0.7328094244003296,5148.8916015625,45.6811408996582,0.2959032356739044,0.0
0.4074074327945709,-0.2503209114074707,0.687347948551178,5152.798828125,51.05330276489258,0.7632817625999451,0.0
0.3692946135997772,-0.23275379836559296,0.6610738039016724,5155.29541015625,69.66938018798828,0.953848123550415,0.0
0.35554543137550354,-0.21599113941192627,0.5942029356956482,5160.31103515625,85.43510437011719,0.9847878217697144,0.0
0.3420107364654541,-0.21055464446544647,0.5380657911300659,5166.08349609375,122.16648864746094,0.7328745126724243,0.0
0.32284843921661377,-0.20144255459308624,0.5331646203994751,5181.39794921875,179.02279663085938,0.5476969480514526,0.0
0.3175022006034851,-0.19502075016498566,0.46146345138549805,5203.033203125,166.65940856933594,0.5931438207626343,0.0
0.3187304437160492,-0.18719999492168427,0.3888888955116272,5217.22119140625,118.94354248046875,0.7997151613235474,1.0
0.2971799969673157,-0.1738908439874649,0.36405107378959656,5224.4453125,136.70040893554688,0.6965223550796509,1.0
0.289867103099823,-0.1690961867570877,0.3928251266479492,5242.1474609375,184.7356719970703,0.603950560092926,1.0
0.29497015476226807,-0.17258629202842712,0.33655959367752075,5259.4453125,226.21971130371094,0.6017802357673645,1.4142135623730951
0.28753992915153503,-0.16674448549747467,0.3047349154949188,5285.99267578125,273.94140625,0.5104328989982605,2.0
0.28799331188201904,-0.1649433672428131,0.2615131735801697,5320.533203125,193.30064392089844,0.6381257176399231,1.4142135623730951
0.29475435614585876,-0.17607000470161438,0.3742819130420685,5328.14794921875,103.38478088378906,1.4698894023895264,1.0
0.3050468862056732,-0.16969047486782074,0.3802550733089447,5322.869140625,127.22828674316406,1.8660041093826294,1.0
0.2807353734970093,-0.1664447784423828,0.49619680643081665,5314.4453125,149.9224090576172,1.6569989919662476,0.0
0.24521073698997498,-0.15871888399124146,0.6029593348503113,5317.1806640625,159.5372314453125,1.2724969387054443,0.0
0.25161758065223694,-0.13824504613876343,0.4114309251308441,5327.84716796875,148.76483154296875,1.266114354133606,0.0
0.19197706878185272,-0.09357143193483353,0.35308995842933655,5329.30224609375,134.07144165039062,1.3012938499450684,1.0
0.2155963033437729,-0.1143174096941948,0.34664246439933777,5338.97705078125,109.77863311767578,1.4417078495025635,2.0
